pedido_id,cliente_id,fecha_pedido,campana_id,canal,ciudad,metodo_pago
500076,1910,2024-07-11,1,instagram,Barcelona,tarjeta
500077,458,07/07/2024,1,directo,Madrid,tarjeta
500078,213,2024-06-30,,instagram,VALENCIA,tarjeta
500079,2975,04/07/2024,1,directo,A Coruña,paypal
500080,3921,2024-07-04,1,email,Madrid,tarjeta
500081,4775,2024-07-06,1,google,Bilbao,paypal
500082,4894,2024-06-30,,instagram,Madrid,tarjeta
500083,3284,2024-07-13,1,email,Barcelona,tarjeta
500084,3970,2024-07-16,1,instagram,Barcelona,paypal
500085,4819,13/07/2024,1,directo,madrid,tarjeta
500086,4553,2024-07-14,1,directo,Malaga,paypal
500087,1333,16/07/2024,1,google,madrid,paypal
500088,3732,19 jul 2024,1,email,Oporto,bizum
500089,2873,16/07/2024,1,email,Málaga,paypal
500090,3954,2024-07-13,1,google,oporto,tarjeta
500091,521,2024-07-07,1,email,A Coruña,tarjeta
500092,1332,13/07/2024,1,instagram,Valencia,tarjeta
500093,2794,2024-07-12,1,instagram,barcelona,tarjeta
500094,1868,16/07/2024,1,google,Bilbao,tarjeta
500095,4859,2024-07-11,1,instagram,Valencia,bizum
500096,3969,12/07/2024,1,directo,Bilbao,paypal
500097,183,2024-07-03,1,google,barcelona,tarjeta
500098,66,06/07/2024,1,instagram,Barcelona,tarjeta
500099,2961,02/07/2024,1,directo,a coruña,paypal
500100,4606,2024-07-03,1,instagram,Valencia,tarjeta
500101,1175,2024-07-18,1,directo,Lisboa,tarjeta
500102,3759,08/07/2024,1,instagram,SEVILLA,tarjeta
500103,1896,2024-07-05,1,instagram,barcelona,tarjeta
500104,15,2024-07-06,1,instagram,Lisboa,bizum
500105,3970,2024-07-07,1,email,Barcelona,paypal
500106,2743,16/07/2024,1,directo,Sevilla,tarjeta
500107,3744,2024-07-07,1,google,Madrid,bizum
500108,2822,05/07/2024,1,instagram,madrid,tarjeta
500109,2898,12/07/2024,1,google,madrid,bizum
500110,1614,08/07/2024,1,google,MADRID,tarjeta
500111,1,28/06/2024,,email,A Coruña,tarjeta
500112,2485,2024-07-04,1,google,OPORTO,bizum
500113,3726,2024-07-09,1,directo,Bilbao,tarjeta
500114,2912,3 jul 2024,1,instagram,Madrid,bizum
500115,1243,2024-07-10,1,instagram,Zaragoza,tarjeta
500116,3164,29/06/2024,,instagram,bilbao,paypal
500117,629,2024-06-28,,email,Málaga,paypal
500118,3532,08/07/2024,1,email,Lisboa,bizum
500119,56,04/07/2024,1,instagram,Madrid,tarjeta
500120,1299,19/07/2024,1,google,Zaragoza,tarjeta
500121,3280,26/06/2024,,google,Oporto,tarjeta
500122,341,2024-07-03,1,email,Barcelona,bizum
500123,4033,2024-07-03,1,instagram,barcelona,tarjeta
500124,1184,2024-06-26,,email,Oporto,paypal
500125,3776,14/07/2024,1,instagram,Madrid,paypal
500126,4276,15/07/2024,1,email,bilbao,paypal
500127,4672,2024-07-12,1,directo,Lisboa,tarjeta
500128,4023,2024-07-12,1,directo,MADRID,tarjeta
500129,1816,2024-07-07,1,email,Madrid,paypal
500130,1409,2024-07-02,1,google,Oporto,paypal
500131,1862,14/07/2024,1,directo,MADRID,tarjeta
500132,3423,16/07/2024,1,google,A Coruña,paypal
500133,4216,2024-06-27,,instagram,Madrid,paypal
500134,3299,2024-07-08,1,instagram,sevilla,tarjeta
500135,1499,2024-07-17,1,instagram,ZARAGOZA,bizum
500136,3344,2024-07-19,1,google,Madrid,tarjeta
500137,1532,14 jul 2024,1,instagram,Sevilla,tarjeta
500138,2182,2024-07-16,1,directo,Barcelona,paypal
500139,4747,26 jun 2024,,directo,madrid,tarjeta
500140,4410,28/06/2024,,instagram,VALENCIA,bizum
500141,1390,2024-07-13,1,google,Lisboa,tarjeta
500142,1102,2024-07-08,1,google,Madrid,paypal
500143,1258,2024-07-13,1,email,Madrid,tarjeta
500144,4625,2024-07-12,1,email,Bilbao,paypal
500145,2529,2024-07-14,1,instagram,Valencia,paypal
500146,3732,10/07/2024,1,google,Málaga,bizum
500147,2418,05/07/2024,1,directo,Valencia,tarjeta
500148,913,30/06/2024,,instagram,Valencia,paypal
500149,4335,17 jul 2024,1,directo,Sevilla,tarjeta
500150,2513,03/07/2024,1,instagram,Sevilla,bizum
500151,3886,2024-07-03,1,instagram,valencia,tarjeta
500152,2717,30 jun 2024,,instagram,Valencia,tarjeta
500153,1742,08/07/2024,1,directo,Barcelona,tarjeta
500154,393,2024-07-07,1,instagram,Madrid,tarjeta
500155,3816,17 jul 2024,1,email,Málaga,paypal
500156,1100,2024-07-07,1,directo,Oporto,bizum
500157,4001,2024-07-05,1,email,Lisboa,tarjeta
500158,2607,17/07/2024,1,instagram,Madrid,tarjeta
500159,2969,2024-06-27,,email,Zaragoza,tarjeta
500160,2332,2024-06-25,,google,lisboa,bizum
500161,4819,10/07/2024,1,google,Valencia,paypal
500162,1409,2024-06-26,,email,Oporto,tarjeta
500163,49,2024-07-09,1,google,barcelona,tarjeta
500164,1432,2024-07-09,1,instagram,Málaga,paypal
500165,471,10/07/2024,1,directo,Bilbao,tarjeta
500166,3157,2024-07-11,1,email,barcelona,paypal
500167,2133,17/07/2024,1,google,Sevilla,bizum
500168,2208,2024-07-05,1,email,Málaga,tarjeta
500169,2779,2024-07-10,1,directo,Barcelona,tarjeta
500170,605,2024-07-12,1,instagram,Barcelona,paypal
500171,2246,11/07/2024,1,email,sevilla,tarjeta
500172,887,2024-07-10,1,instagram,Málaga,tarjeta
500173,1018,2024-06-28,,instagram,Madrid,paypal
500174,3621,13/07/2024,1,instagram,Valencia,paypal
500175,2764,2024-06-27,,directo,Sevilla,tarjeta
500176,49,2024-06-25,,directo,bilbao,tarjeta
500177,2043,01/07/2024,1,google,LISBOA,tarjeta
500178,2752,2024-07-14,1,google,Lisboa,paypal
500179,577,2024-07-04,1,email,Málaga,tarjeta
500180,2777,14/07/2024,1,email,Bilbao,tarjeta
500181,3969,2024-07-05,1,instagram,Bilbao,tarjeta
500182,2647,2024-06-24,,instagram,valencia,bizum
500183,1542,10/07/2024,1,directo,Málaga,tarjeta
500184,3005,13/07/2024,1,email,BARCELONA,tarjeta
500185,1532,2024-07-17,1,google,Sevilla,tarjeta
500186,301,13/07/2024,1,google,A Coruña,tarjeta
500187,2926,2024-07-06,1,google,Valencia,tarjeta
500188,4081,4 jul 2024,1,directo,Sevilla,tarjeta
500189,2500,2024-07-06,1,instagram,Lisboa,tarjeta
500190,1310,06/07/2024,1,google,Bilbao,paypal
500191,2337,2024-07-09,1,instagram,Barcelona,tarjeta
500192,4859,2024-07-11,1,email,Valencia,paypal
500193,2607,26/06/2024,,google,Madrid,tarjeta
500194,4923,2024-07-02,1,email,bilbao,bizum
500195,393,2024-07-09,1,directo,Madrid,tarjeta
500196,1983,11/07/2024,1,email,Barcelona,tarjeta
500197,2697,7 jul 2024,1,email,Madrid,tarjeta
500198,4040,2024-06-29,,google,Malaga,tarjeta
500199,1235,06/07/2024,1,instagram,VALENCIA,tarjeta
500200,3280,9 jul 2024,1,email,Barcelona,bizum
500201,2779,15 jul 2024,1,google,LISBOA,tarjeta
500202,3409,2 jul 2024,1,email,Valencia,bizum
500203,4296,2024-06-30,,email,Madrid,paypal
500204,1532,2024-07-12,1,instagram,Sevilla,paypal
500205,964,2024-07-18,1,directo,Sevilla,bizum
500206,826,2024-07-07,1,google,Madrid,tarjeta
500207,3195,29/06/2024,,instagram,MADRID,tarjeta
500208,1083,2024-07-07,1,directo,valencia,tarjeta
500209,1498,12/07/2024,1,email,Zaragoza,tarjeta
500210,1532,29/06/2024,,instagram,Lisboa,tarjeta
500211,1005,2024-07-04,1,instagram,Madrid,tarjeta
500212,4761,10 jul 2024,1,directo,Sevilla,tarjeta
500213,1900,2024-07-07,1,directo,Barcelona,tarjeta
500214,230,13/07/2024,1,instagram,barcelona,bizum
500215,4866,24/06/2024,,instagram,Valencia,tarjeta
500216,4577,2024-07-04,1,google,Zaragoza,paypal
500217,1141,30 jun 2024,,instagram,a coruña,bizum
500218,4583,5 jul 2024,1,email,Bilbao,paypal
500219,1053,2024-07-07,1,instagram,Sevilla,tarjeta
500220,4850,11/07/2024,1,directo,lisboa,bizum
500221,3438,17 jul 2024,1,google,Malaga,tarjeta
500222,4586,2024-07-17,1,instagram,lisboa,tarjeta
500223,35,04/07/2024,1,email,OPORTO,paypal
500224,4251,2024-07-15,1,instagram,Barcelona,tarjeta
500225,4660,01/07/2024,1,instagram,barcelona,tarjeta
500226,1938,2024-06-25,,google,Madrid,paypal
500227,2170,10 jul 2024,1,google,Barcelona,bizum
500228,3470,6 jul 2024,1,google,Oporto,paypal
500229,4742,2024-07-12,1,google,Barcelona,paypal
500230,4022,13/07/2024,1,instagram,Valencia,tarjeta
500231,147,2024-07-10,1,instagram,Zaragoza,tarjeta
500232,1286,20/07/2024,1,instagram,barcelona,tarjeta
500233,2147,11/07/2024,1,directo,Madrid,bizum
500234,4303,28/06/2024,,instagram,A Coruña,bizum
500235,4649,12/07/2024,1,google,Madrid,tarjeta
500236,2768,2024-07-11,1,google,lisboa,tarjeta
500237,4036,03/07/2024,1,email,OPORTO,tarjeta
500238,3582,29/06/2024,,instagram,Barcelona,tarjeta
500239,1544,2024-07-11,1,instagram,Madrid,paypal
500240,4940,2024-07-07,1,instagram,Valencia,tarjeta
500241,2734,2024-07-14,1,google,Madrid,paypal
500242,4026,30/06/2024,,instagram,valencia,tarjeta
500243,4251,15 jul 2024,1,google,Barcelona,tarjeta
500244,856,06/07/2024,1,directo,Barcelona,paypal
500245,2692,17/07/2024,1,email,Valencia,tarjeta
500246,3089,2024-07-07,1,directo,Barcelona,bizum
500247,664,17/07/2024,1,instagram,MADRID,tarjeta
500248,2890,01/07/2024,1,email,Lisboa,paypal
500249,4281,11/07/2024,1,directo,Barcelona,tarjeta
500250,4591,2024-07-05,1,instagram,BARCELONA,bizum
500251,2283,26/06/2024,,directo,Valencia,tarjeta
500252,2898,04/07/2024,1,directo,madrid,bizum
500253,853,2024-06-25,,google,oporto,tarjeta
500254,213,2024-06-30,,instagram,Valencia,tarjeta
500255,2641,11 jul 2024,1,instagram,madrid,tarjeta
500256,771,7 jul 2024,1,email,Barcelona,paypal
500257,2647,30/06/2024,,google,Málaga,paypal
500258,4683,10/07/2024,1,directo,OPORTO,tarjeta
500259,42,14 jul 2024,1,google,Madrid,paypal
500260,635,14/07/2024,1,instagram,Bilbao,bizum
500261,3094,2024-07-15,1,email,ZARAGOZA,paypal
500262,4929,2024-07-10,1,directo,Málaga,tarjeta
500263,1681,2024-07-06,1,instagram,Madrid,tarjeta
500264,338,2024-06-24,,directo,Bilbao,bizum
500265,230,10 jul 2024,1,instagram,barcelona,tarjeta
500266,3219,24 jun 2024,,email,Zaragoza,paypal
500267,2649,8 jul 2024,1,instagram,Barcelona,bizum
500268,566,06/07/2024,1,google,Barcelona,tarjeta
500269,4849,09/07/2024,1,email,Zaragoza,tarjeta
500270,3893,9 jul 2024,1,email,Valencia,bizum
500271,4330,26 jun 2024,,email,Oporto,paypal
500272,2200,2024-07-04,1,instagram,Valencia,tarjeta
500273,3164,05/07/2024,1,instagram,OPORTO,tarjeta
500274,4241,29/06/2024,,instagram,Valencia,tarjeta
500275,4637,2024-07-10,1,google,Madrid,tarjeta
500276,609,01/07/2024,1,directo,a coruña,tarjeta
500277,3688,07/07/2024,1,directo,A Coruña,tarjeta
500278,1035,2024-07-07,1,email,VALENCIA,tarjeta
500279,3506,13 jul 2024,1,instagram,MÁLAGA,tarjeta
500280,1605,10 jul 2024,1,directo,madrid,bizum
500281,3988,2024-07-07,1,instagram,Valencia,tarjeta
500282,308,08/07/2024,1,directo,Madrid,bizum
500283,4216,10/07/2024,1,email,Oporto,tarjeta
500284,1209,2024-07-05,1,email,Lisboa,paypal
500285,3687,08/07/2024,1,instagram,valencia,tarjeta
500286,1409,2024-07-06,1,directo,OPORTO,tarjeta
500287,676,2024-07-12,1,directo,MADRID,paypal
500288,1151,2024-06-26,,directo,Lisboa,tarjeta
500289,3708,10/07/2024,1,instagram,ZARAGOZA,tarjeta
500290,3429,2024-07-09,1,instagram,Zaragoza,paypal
500291,3425,10/07/2024,1,instagram,Zaragoza,bizum
500292,4859,2024-07-17,1,instagram,Zaragoza,bizum
500293,1479,14 jul 2024,1,instagram,sevilla,paypal
500294,2810,04/07/2024,1,directo,bilbao,bizum
500295,3771,17 jul 2024,1,instagram,Valencia,tarjeta
500296,2508,2024-07-01,1,instagram,Barcelona,paypal
500297,2073,29/06/2024,,instagram,VALENCIA,tarjeta
500298,355,2024-06-28,,directo,BARCELONA,tarjeta
500299,4118,2024-07-05,1,directo,Valencia,tarjeta
500300,3848,02/07/2024,1,instagram,Madrid,paypal
500301,3830,19/07/2024,1,directo,A Coruña,tarjeta
500302,613,10/07/2024,1,instagram,MADRID,tarjeta
500303,2122,2024-07-13,1,google,Madrid,tarjeta
500304,3688,2024-07-07,1,google,Zaragoza,tarjeta
500305,1990,04/07/2024,1,directo,lisboa,tarjeta
500306,747,17 jul 2024,1,email,Bilbao,bizum
500307,4292,2024-07-13,1,instagram,Bilbao,tarjeta
500308,1018,2024-07-08,1,email,Bilbao,tarjeta
500309,3658,2024-07-04,1,email,Sevilla,bizum
500310,1261,14/07/2024,1,google,Madrid,paypal
500311,2478,28 jun 2024,,google,Málaga,tarjeta
500312,3501,2024-07-08,1,google,Barcelona,paypal
500313,4076,2024-07-03,1,email,Oporto,tarjeta
500314,4747,29/06/2024,,directo,madrid,tarjeta
500315,2288,5 jul 2024,1,instagram,Zaragoza,tarjeta
500316,213,2024-07-14,1,google,Bilbao,tarjeta
500317,322,03/07/2024,1,google,ZARAGOZA,paypal
500318,1603,6 jul 2024,1,instagram,Barcelona,bizum
500319,913,29 jun 2024,,email,Valencia,tarjeta
500320,3542,2024-07-06,1,instagram,Barcelona,tarjeta
500321,4812,29/06/2024,,directo,A Coruña,tarjeta
500322,1495,05/07/2024,1,directo,Zaragoza,tarjeta
500323,3238,2024-07-12,1,directo,A Coruña,tarjeta
500324,2770,09/07/2024,1,google,barcelona,tarjeta
500325,965,2024-07-04,1,instagram,Barcelona,paypal
500326,2477,04/07/2024,1,directo,Madrid,bizum
500327,2565,2024-07-10,1,google,Madrid,bizum
500328,3194,09/07/2024,1,instagram,OPORTO,tarjeta
500329,2587,12/07/2024,1,google,madrid,tarjeta
500330,4118,11/07/2024,1,email,Málaga,paypal
500331,1771,2024-07-08,1,instagram,ZARAGOZA,paypal
500332,2578,2024-07-04,1,instagram,Zaragoza,bizum
500333,4576,07/07/2024,1,email,zaragoza,bizum
500334,1219,02/07/2024,1,google,valencia,tarjeta
500335,2791,2024-06-26,,email,Barcelona,bizum
500336,483,2024-06-27,,email,Barcelona,paypal
500337,4535,2024-07-11,1,google,Barcelona,paypal
500338,1467,05/07/2024,1,google,lisboa,tarjeta
500339,4767,2024-07-18,1,email,Sevilla,bizum
500340,537,2024-07-06,1,google,SEVILLA,tarjeta
500341,2368,2024-07-08,1,instagram,Madrid,paypal
500342,2507,2024-07-13,1,google,A Coruña,tarjeta
500343,3982,2024-07-11,1,instagram,Zaragoza,tarjeta
500344,2011,2024-07-03,1,instagram,Sevilla,paypal
500345,2075,6 jul 2024,1,google,oporto,tarjeta
500346,4829,09/07/2024,1,email,zaragoza,bizum
500347,4672,18/07/2024,1,google,Valencia,tarjeta
500348,3059,2024-07-09,1,email,Bilbao,paypal
500349,3174,7 jul 2024,1,email,BARCELONA,tarjeta
500350,4292,2024-07-10,1,email,Zaragoza,bizum
500351,1236,19/07/2024,1,email,Barcelona,tarjeta
500352,3744,06/07/2024,1,google,Bilbao,paypal
500353,3846,2024-06-24,,google,Barcelona,bizum
500354,2081,28 jun 2024,,instagram,Barcelona,tarjeta
500355,811,30/06/2024,,email,Oporto,tarjeta
500356,2129,2024-07-13,1,email,Bilbao,paypal
500357,390,03/07/2024,1,directo,Sevilla,bizum
500358,4003,2024-06-26,,email,Málaga,paypal
500359,3846,2024-07-04,1,instagram,Barcelona,tarjeta
500360,1050,2024-07-10,1,email,Sevilla,tarjeta
500361,3795,26/06/2024,,directo,Valencia,bizum
500362,316,04/07/2024,1,google,Oporto,bizum
500363,504,2024-07-20,1,instagram,LISBOA,bizum
500364,3144,2024-07-14,1,google,BARCELONA,paypal
500365,2233,12/07/2024,1,email,MADRID,tarjeta
500366,1939,12/07/2024,1,instagram,málaga,bizum
500367,2006,2024-06-28,,instagram,sevilla,paypal
500368,4664,2024-07-08,1,instagram,Madrid,tarjeta
500369,1679,13/07/2024,1,email,Madrid,paypal
500370,4615,02/07/2024,1,instagram,lisboa,bizum
500371,3082,12/07/2024,1,directo,Barcelona,bizum
500372,886,6 jul 2024,1,google,MÁLAGA,tarjeta
500373,95,28 jun 2024,,google,Valencia,tarjeta
500374,3687,02/07/2024,1,google,valencia,tarjeta
500375,3433,2024-07-04,1,directo,Zaragoza,tarjeta
500376,4566,07/07/2024,1,instagram,madrid,tarjeta
500377,2644,30 jun 2024,,instagram,Lisboa,tarjeta
500378,4775,2024-07-03,1,google,Madrid,paypal
500379,830,06/07/2024,1,email,Madrid,paypal
500380,2699,02/07/2024,1,instagram,A Coruña,tarjeta
500381,2753,7 jul 2024,1,directo,Zaragoza,tarjeta
500382,1728,11/07/2024,1,google,Málaga,tarjeta
500383,2198,11 jul 2024,1,directo,Barcelona,tarjeta
500384,1100,2024-06-26,,instagram,Oporto,tarjeta
500385,954,06/07/2024,1,google,Zaragoza,paypal
500386,2170,03/07/2024,1,instagram,Bilbao,tarjeta
500387,1682,04/07/2024,1,directo,Valencia,bizum
500388,4680,10/07/2024,1,google,valencia,paypal
500389,2067,2024-07-09,1,email,Lisboa,tarjeta
500390,2165,2024-07-14,1,directo,Barcelona,paypal
500391,482,14 jul 2024,1,directo,MADRID,tarjeta
500392,4859,15 jul 2024,1,email,Valencia,tarjeta
500393,1071,07/07/2024,1,google,Bilbao,bizum
500394,1957,7 jul 2024,1,instagram,OPORTO,paypal
500395,1300,07/07/2024,1,instagram,málaga,tarjeta
500396,2132,2024-07-08,1,google,barcelona,paypal
500397,4359,2024-07-04,1,email,barcelona,tarjeta
500398,1956,05/07/2024,1,instagram,MÁLAGA,bizum
500399,1496,2024-07-14,1,instagram,A Coruña,tarjeta
500400,3851,14 jul 2024,1,instagram,LISBOA,tarjeta
500401,452,15 jul 2024,1,google,Valencia,paypal
500402,1713,2024-07-03,1,instagram,Barcelona,bizum
500403,635,2024-07-14,1,email,Málaga,tarjeta
500404,202,15/07/2024,1,instagram,Lisboa,bizum
500405,4530,2024-07-06,1,email,BARCELONA,tarjeta
500406,2198,08/07/2024,1,google,Madrid,tarjeta
500407,4589,06/07/2024,1,directo,Lisboa,bizum
500408,4403,2024-06-24,,google,Málaga,paypal
500409,3562,10/07/2024,1,instagram,Madrid,paypal
500410,1648,06/07/2024,1,google,Barcelona,paypal
500411,4649,2024-07-07,1,instagram,Madrid,tarjeta
500412,3858,10/07/2024,1,google,sevilla,bizum
500413,2513,28 jun 2024,,directo,Sevilla,paypal
500414,482,29/06/2024,,email,MADRID,tarjeta
500415,4761,13/07/2024,1,google,madrid,tarjeta
500416,3214,2024-07-04,1,email,Madrid,tarjeta
500417,2605,2024-07-06,1,email,madrid,tarjeta
500418,4642,14/07/2024,1,instagram,bilbao,tarjeta
500419,1911,2024-06-28,,email,Madrid,tarjeta
500420,2341,06/07/2024,1,instagram,barcelona,bizum
500421,4284,2024-07-08,1,instagram,SEVILLA,paypal
500422,2023,2024-07-08,1,google,MÁLAGA,tarjeta
500423,2122,7 jul 2024,1,email,Málaga,tarjeta
500424,1555,2024-07-08,1,instagram,lisboa,bizum
500425,1445,2024-07-09,1,directo,Madrid,tarjeta
500426,4858,2024-07-14,1,email,Zaragoza,paypal
500427,3752,2024-07-14,1,instagram,OPORTO,bizum
500428,3499,2024-07-10,1,instagram,Sevilla,tarjeta
500429,2266,12 jul 2024,1,google,Zaragoza,tarjeta
500430,3744,2024-07-10,1,email,Madrid,tarjeta
500431,1412,2024-07-08,1,google,Sevilla,bizum
500432,3370,2024-07-10,1,instagram,Valencia,tarjeta
500433,1903,14/07/2024,1,instagram,Málaga,bizum
500434,2969,15/07/2024,1,instagram,Zaragoza,paypal
500435,4368,27/06/2024,,instagram,VALENCIA,paypal
500436,434,2024-07-05,1,google,Madrid,tarjeta
500437,1743,2024-07-02,1,instagram,Málaga,tarjeta
500438,3195,2024-07-06,1,directo,A Coruña,tarjeta
500439,3348,2024-07-13,1,directo,Lisboa,tarjeta
500440,2744,02/07/2024,1,instagram,Lisboa,paypal
500441,68,2024-07-06,1,directo,Madrid,paypal
500442,4936,14/07/2024,1,directo,Zaragoza,bizum
500443,714,2024-07-01,1,google,MADRID,tarjeta
500444,4786,2024-07-14,1,directo,bilbao,paypal
500445,4320,2024-07-14,1,instagram,Madrid,tarjeta
500446,3138,2024-06-24,,instagram,valencia,bizum
500447,2305,2024-07-17,1,email,Málaga,paypal
500448,1253,2024-07-13,1,google,Barcelona,bizum
500449,4669,24/06/2024,,instagram,Valencia,bizum
500450,3957,06/07/2024,1,google,BARCELONA,paypal
500451,1516,2024-07-05,1,instagram,Bilbao,tarjeta
500452,265,14/07/2024,1,google,Madrid,paypal
500453,2744,2024-07-16,1,google,valencia,tarjeta
500454,2816,2024-07-10,1,instagram,Zaragoza,tarjeta
500455,326,2024-07-09,1,instagram,Madrid,bizum
500456,867,07/07/2024,1,directo,Lisboa,tarjeta
500457,393,8 jul 2024,1,google,Madrid,paypal
500458,913,13 jul 2024,1,instagram,Valencia,tarjeta
500459,1193,2024-07-13,1,instagram,Zaragoza,bizum
500460,1318,2024-06-30,,directo,Málaga,bizum
500461,4878,7 jul 2024,1,directo,Lisboa,bizum
500462,537,4 jul 2024,1,instagram,málaga,tarjeta
500463,3264,2024-07-11,1,google,Valencia,paypal
500464,1900,02/07/2024,1,email,Barcelona,paypal
500465,530,15/07/2024,1,email,Lisboa,tarjeta
500466,3771,2024-07-02,1,instagram,Valencia,paypal
500467,4564,2024-07-04,1,google,Madrid,tarjeta
500468,2623,08/07/2024,1,google,Madrid,tarjeta
500469,2623,25/06/2024,,directo,Oporto,tarjeta
500470,609,05/07/2024,1,directo,Lisboa,bizum
500471,132,9 jul 2024,1,instagram,Oporto,tarjeta
500472,1239,2024-06-28,,instagram,Bilbao,paypal
500473,1018,13 jul 2024,1,instagram,Málaga,bizum
500474,2559,2024-07-10,1,google,BARCELONA,paypal
500475,4698,08/07/2024,1,google,oporto,tarjeta
500476,4589,14 jul 2024,1,instagram,Madrid,bizum
500477,1003,03/07/2024,1,directo,Lisboa,tarjeta
500478,926,09/07/2024,1,instagram,barcelona,bizum
500479,2443,03/07/2024,1,directo,Bilbao,paypal
500480,1296,08/07/2024,1,instagram,Madrid,bizum
500481,2095,12 jul 2024,1,instagram,Barcelona,paypal
500482,3419,2024-07-12,1,instagram,Málaga,tarjeta
500483,3473,17/07/2024,1,instagram,lisboa,paypal
500484,2968,8 jul 2024,1,email,VALENCIA,paypal
500485,1400,2024-07-03,1,email,Bilbao,tarjeta
500486,526,2024-07-15,1,directo,Sevilla,bizum
500487,2595,2024-07-12,1,instagram,Barcelona,paypal
500488,1829,04/07/2024,1,instagram,SEVILLA,tarjeta
500489,4090,05/07/2024,1,instagram,Madrid,paypal
500490,4404,07/07/2024,1,google,Madrid,tarjeta
500491,454,2024-07-01,1,email,A Coruña,bizum
