cliente_id,fecha_registro,ciudad,genero,edad
1256,2018-07-07,Madrid,Masculino,30
2341,2018-06-07,barcelona,M,33
3011,2021-11-07,Madrid,Femenino,42
4534,2020-08-27,madrid,M,27
1119,2020-05-04,Barcelona,F,21
3303,2022-09-16,MADRID,F,29
1203,2019-11-12,Madrid,F,43
843,2020-08-18,Madrid,Masculino,16
3359,2021-03-23,Madrid,m,23
3003,2024-03-27,A Coruña,m,35
504,2023-08-11,LISBOA,m,47
148,2020-11-13,Valencia,m,28
4188,2019-10-17,Madrid,m,54
2857,2022-05-07,Barcelona,F,26
2619,2020-08-07,Madrid,f,47
2337,2022-12-03,Barcelona,Masculino,47
1083,2019-10-28,valencia,F,42
3261,2022-05-29,bilbao,M,62
4796,2018-12-18,Barcelona,F,42
4253,2019-04-29,Lisboa,M,49
1128,2022-07-21,Oporto,f,37
2522,2022-03-13,Barcelona,F,29
1454,2018-03-29,Valencia,M,34
2926,2021-08-08,Valencia,F,38
618,2023-03-18,bilbao,f,30
3760,2019-06-14,zaragoza,F,45
331,2023-01-04,barcelona,Masculino,45
967,2020-11-28,madrid,M,44
4923,2023-10-14,Málaga,M,42
3610,2022-09-12,Madrid,M,47
1209,2021-10-19,Lisboa,F,35
341,2019-07-13,Madrid,M,35
4209,2021-03-07,Barcelona,f,43
4033,2022-05-06,barcelona,Masculino,49
4461,2020-09-23,MADRID,Masculino,39
2124,2022-03-13,A Coruña,F,40
3816,2020-01-28,Sevilla,M,33
3414,2019-07-25,Valencia,Femenino,17
3343,2022-05-06,Sevilla,F,17
4216,2019-09-12,Valencia,M,41
1675,,madrid,f,16
2712,2019-04-20,barcelona,Femenino,44
1184,2023-01-20,Oporto,f,52
1038,2019-09-13,Barcelona,Masculino,31
4079,2022-01-09,barcelona,Masculino,24
531,2019-05-17,madrid,Femenino,25
1335,2020-03-18,Bilbao,Femenino,19
2528,2023-04-11,SEVILLA,M,35
1382,2019-09-24,Málaga,M,56
3960,2019-10-31,Madrid,F,35
2837,2020-07-29,Barcelona,F,23
1498,2023-08-13,Bilbao,M,37
4489,2020-01-27,Barcelona,Masculino,16
2439,2019-09-29,MADRID,M,58
4725,2020-05-24,Bilbao,Femenino,19
661,2024-06-11,Barcelona,M,31
4851,2022-01-10,MADRID,M,33
3682,2021-02-04,Valencia,Femenino,51
4371,2023-03-08,Barcelona,F,39
3842,2023-04-30,Barcelona,F,43
2523,2023-06-29,barcelona,f,38
1829,2021-07-26,Madrid,Femenino,55
834,2018-09-30,Oporto,m,47
4001,2020-02-09,Barcelona,M,29
3562,2019-03-26,Madrid,M,23
4362,2021-10-02,Lisboa,M,17
747,2021-01-11,Bilbao,m,30
4538,2022-11-07,Barcelona,m,28
609,2018-02-17,a coruña,F,32
1462,2019-06-08,Valencia,M,57
4595,2020-01-27,Madrid,M,33
3840,2019-07-03,Barcelona,F,46
372,2023-11-04,BARCELONA,F,43
108,2020-04-20,málaga,M,50
417,2021-08-13,Bilbao,m,43
3164,2018-02-07,bilbao,M,38
2184,2023-03-28,Sevilla,F,23
3326,2020-03-02,Valencia,F,26
1100,2018-04-09,Oporto,Femenino,20
2995,2022-06-24,Sevilla,Femenino,29
4736,2022-03-04,ZARAGOZA,M,62
2118,2023-03-18,Sevilla,m,43
4346,2019-08-12,Madrid,m,25
3810,2019-06-23,Zaragoza,f,16
3897,2021-03-17,Madrid,Masculino,39
1709,2020-11-19,Sevilla,Masculino,66
1789,2018-05-25,Barcelona,Masculino,49
1032,,Bilbao,M,42
2860,2020-12-22,Valencia,Masculino,45
3884,2020-06-10,Sevilla,Femenino,47
602,2018-02-21,Madrid,M,47
100,2018-07-04,Oporto,F,37
343,2023-06-21,Barcelona,Masculino,47
3363,2021-02-11,madrid,Masculino,33
1982,2020-05-08,Bilbao,M,51
1901,2018-08-05,barcelona,f,33
1896,2021-01-06,barcelona,M,46
226,2019-11-24,Malaga,M,59
329,2024-01-13,Barcelona,M,41
1310,2020-10-19,Bilbao,F,41
392,2020-12-05,LISBOA,M,33
2253,2023-10-29,Barcelona,M,35
1611,2023-05-15,A Coruña,M,36
255,2024-05-12,MÁLAGA,F,56
263,2021-02-16,Barcelona,f,36
368,2023-11-23,Barcelona,F,34
2405,2022-08-27,madrid,Femenino,53
1925,2023-08-26,Zaragoza,F,39
3087,2022-06-22,Barcelona,Femenino,35
2675,,BARCELONA,M,20
4464,2019-09-22,SEVILLA,F,49
4615,2022-02-05,Barcelona,m,51
4853,2023-08-11,barcelona,M,48
1467,2022-09-05,Barcelona,Femenino,23
741,2021-11-01,MÁLAGA,m,18
1258,2020-04-06,Madrid,M,19
507,2022-08-31,oporto,F,31
4293,2018-12-27,BARCELONA,Masculino,53
3969,2019-12-05,Bilbao,F,30
3081,2022-11-13,Valencia,M,35
3266,2024-06-16,Madrid,f,21
2090,2020-08-23,Lisboa,m,38
2551,2019-12-08,Sevilla,F,43
3103,2019-10-06,sevilla,F,29
2008,2024-01-15,LISBOA,Femenino,54
4906,2023-06-30,Sevilla,Femenino,35
1576,,Madrid,F,28
614,2023-08-08,Madrid,M,57
3308,2019-11-30,Valencia,M,52
4387,2022-09-14,Madrid,m,60
3394,2021-08-22,Valencia,F,49
2367,2022-09-18,Sevilla,m,20
4753,2023-07-10,sevilla,f,55
2218,2021-01-07,Valencia,F,16
2513,2020-12-05,Sevilla,Femenino,58
4586,2024-01-08,lisboa,f,17
1950,2021-04-18,OPORTO,F,54
3053,2023-03-22,barcelona,F,16
2961,2020-03-21,Bilbao,M,48
1850,2018-10-19,Bilbao,f,44
4479,2020-01-23,Madrid,M,34
2129,2020-07-11,Bilbao,M,40
1594,2020-09-20,Lisboa,f,27
3662,2024-02-10,SEVILLA,M,30
3112,2021-06-02,Madrid,M,34
2359,2021-12-25,Barcelona,F,46
2595,2021-08-17,Barcelona,F,26
4333,2018-11-17,Madrid,Masculino,31
2480,2020-10-24,Málaga,F,39
3451,2020-11-20,BARCELONA,F,26
3851,2022-08-19,Madrid,F,49
751,2018-03-04,SEVILLA,M,35
2245,2023-05-30,Sevilla,F,41
3339,2018-06-24,bilbao,f,35
4005,2022-01-04,Barcelona,F,35
2696,2022-08-26,Lisboa,f,52
4606,2020-11-01,Valencia,Femenino,44
516,2024-05-06,Barcelona,M,32
636,2019-07-12,SEVILLA,m,16
4600,2019-03-20,Barcelona,F,46
322,2021-09-09,Madrid,M,21
3971,2018-08-18,Sevilla,Femenino,32
4302,2019-10-20,Barcelona,Femenino,45
3538,2023-05-01,Sevilla,Masculino,42
1691,2021-07-04,sevilla,f,59
3900,2023-07-22,Valencia,Femenino,42
4452,2022-10-19,MADRID,M,52
2401,,Barcelona,M,52
3567,2023-01-26,Madrid,Masculino,61
1331,2018-01-06,Madrid,Femenino,24
546,2022-01-24,Málaga,M,42
4742,2023-08-06,Barcelona,F,39
1441,2019-05-24,Lisboa,M,32
1557,2021-10-13,madrid,Masculino,51
83,2021-12-29,Sevilla,M,22
890,2024-06-16,Lisboa,Masculino,39
3001,2021-12-20,Barcelona,Femenino,47
655,2023-05-04,Zaragoza,M,42
4866,2022-06-17,Valencia,M,62
907,2022-10-03,oporto,F,34
2485,2021-01-06,Barcelona,f,54
4620,2019-03-30,Barcelona,m,24
4576,2024-01-19,Madrid,M,40
1555,2020-11-19,lisboa,F,45
2122,2021-06-03,Madrid,Femenino,25
2332,2022-05-11,Valencia,Femenino,42
3073,2018-07-14,Zaragoza,Femenino,52
3699,2021-07-27,madrid,F,35
2898,2020-07-23,madrid,M,19
3589,2020-12-03,BARCELONA,m,27
2075,2018-12-21,Barcelona,F,27
2478,2019-10-20,Málaga,Femenino,27
3724,2024-04-08,Madrid,M,43
2165,2022-10-15,Barcelona,M,36
2323,,Madrid,m,23
2209,2021-10-02,VALENCIA,f,32
4316,,Sevilla,Femenino,34
3441,2024-03-10,Barcelona,F,33
3980,2019-04-14,Valencia,Femenino,54
429,2023-09-28,Bilbao,M,20
4652,2023-05-08,BARCELONA,F,19
290,2021-11-04,Madrid,m,60
4850,2021-02-10,lisboa,F,31
2000,2019-06-22,madrid,f,38
442,2022-04-09,Oporto,M,48
4590,2020-08-14,Zaragoza,M,47
2423,2019-01-30,Bilbao,m,20
3717,2023-06-25,Bilbao,F,26
1474,2019-09-05,Barcelona,M,46
1068,2023-07-13,Madrid,Masculino,39
4877,2020-08-21,Valencia,Masculino,29
2043,2018-08-20,Malaga,M,33
2062,2022-02-25,VALENCIA,F,61
4955,2019-07-22,Barcelona,F,54
2315,2023-09-24,Madrid,F,31
346,2023-04-06,Valencia,M,28
2627,2018-02-12,Zaragoza,Femenino,59
3473,2021-03-14,lisboa,M,16
1235,,Madrid,Masculino,43
4604,2020-04-06,A Coruña,F,38
1939,2018-01-19,málaga,Femenino,45
693,2018-08-14,Bilbao,F,33
1712,2019-10-22,Madrid,m,44
3681,2024-06-06,Sevilla,F,49
4247,,valencia,Masculino,33
2349,2023-07-25,Barcelona,F,51
3344,2024-03-24,Madrid,m,40
3035,2021-04-14,Barcelona,M,55
1,2024-03-22,Sevilla,F,34
193,,Madrid,f,40
1607,2024-06-07,a coruña,m,16
4858,2019-06-24,A Coruña,M,49
1934,2018-11-18,Barcelona,Masculino,28
1614,2021-02-02,MADRID,Femenino,38
2656,2023-05-24,Valencia,Masculino,16
965,2020-09-07,Barcelona,M,60
2642,2020-03-16,Barcelona,M,18
4642,2022-07-22,bilbao,M,62
1532,,Sevilla,F,33
4213,2022-05-14,Barcelona,M,50
3954,2023-03-29,oporto,Femenino,37
4683,2018-09-08,OPORTO,Femenino,20
4233,2018-08-06,Madrid,Masculino,44
1577,2022-01-11,Valencia,Masculino,38
1524,2022-01-10,Barcelona,F,26
1835,2019-03-20,Madrid,Femenino,59
2873,2021-12-16,Málaga,F,37
1111,2021-12-16,BILBAO,M,43
2023,2023-08-27,madrid,F,44
258,2024-02-17,Lisboa,F,36
3172,2019-07-11,Valencia,Masculino,32
4589,2020-10-28,Lisboa,m,35
4626,2021-03-28,Bilbao,F,21
1670,2024-01-10,Málaga,M,37
1518,2019-01-28,MADRID,M,21
1027,2020-05-09,Lisboa,f,21
4170,2018-07-31,Bilbao,Masculino,57
1390,2022-09-11,Lisboa,Femenino,46
1039,2022-04-04,Sevilla,f,33
3582,2022-08-15,Barcelona,M,25
812,2020-06-12,Madrid,Masculino,20
782,2022-12-27,Madrid,Femenino,30
4625,2023-01-04,Bilbao,Femenino,36
2747,2019-02-19,A CORUÑA,Femenino,48
4345,2021-07-16,Madrid,M,27
4668,2018-04-05,Madrid,M,39
2110,2024-06-02,Zaragoza,Femenino,39
4786,2020-10-09,Barcelona,Femenino,59
2597,2024-06-16,Sevilla,Femenino,45
1071,2020-04-22,Bilbao,M,31
3938,2018-03-16,Valencia,Masculino,56
419,2019-04-09,Zaragoza,M,16
1221,2022-02-09,Sevilla,F,56
3347,2020-04-04,Barcelona,m,29
1661,2022-04-08,MADRID,F,58
955,2018-12-01,Barcelona,m,45
1945,2021-02-27,Bilbao,M,30
3318,2023-04-20,A Coruña,F,71
3486,2024-05-04,Madrid,F,30
1403,2018-02-06,Sevilla,Femenino,43
1332,2021-02-07,Madrid,m,36
840,2018-01-05,Madrid,Femenino,52
3425,2019-12-18,A Coruña,f,24
3380,2019-02-10,Lisboa,f,29
4296,2021-12-27,Madrid,M,48
3348,2023-02-27,valencia,F,35
3074,,MADRID,F,31
3775,2022-06-05,LISBOA,Masculino,55
457,2018-02-01,Valencia,F,54
4330,2019-05-17,Sevilla,M,52
4446,2020-11-21,A Coruña,M,43
71,2023-09-04,Lisboa,M,38
1329,2019-07-11,Zaragoza,Femenino,47
3992,2023-05-22,A Coruña,Femenino,41
1985,2019-11-19,Madrid,f,38
318,2019-05-04,barcelona,F,19
4591,2023-05-28,BARCELONA,F,58
81,2023-07-13,A Coruña,Femenino,50
4649,2020-02-11,Madrid,Femenino,34
4106,2020-11-04,MÁLAGA,F,25
1956,,Sevilla,m,29
4599,2022-02-13,Valencia,M,16
1333,2020-07-17,madrid,M,34
4671,2020-02-02,Madrid,Masculino,41
542,2018-11-28,ZARAGOZA,F,41
202,2020-07-20,Madrid,M,58
1285,2020-06-22,MADRID,M,47
3094,2019-04-05,ZARAGOZA,Femenino,48
2503,2020-04-28,BARCELONA,Masculino,26
214,2023-01-07,madrid,M,35
738,2019-12-11,Madrid,F,37
1692,2021-04-17,Barcelona,Masculino,26
4535,2022-06-25,Barcelona,Masculino,39
826,2023-03-29,Madrid,Femenino,51
4859,2018-08-18,Valencia,f,45
2701,,Lisboa,f,0
4775,2021-07-16,Madrid,Masculino,16
4698,2020-07-31,VALENCIA,M,24
2175,2022-09-17,Barcelona,M,30
2734,2023-11-12,Madrid,Masculino,59
4530,2020-03-30,BARCELONA,f,34
4279,2022-08-30,BARCELONA,Masculino,47
3553,2023-05-24,Valencia,f,33
308,2021-06-06,Madrid,Femenino,53
4723,2022-08-20,zaragoza,M,50
3028,2020-07-23,Valencia,f,36
913,2020-02-25,Valencia,f,38
1682,2022-04-08,Valencia,Masculino,32
3744,2023-01-01,Madrid,M,21
4373,2022-02-05,barcelona,F,45
384,2018-06-23,Barcelona,F,47
1279,2024-05-29,A CORUÑA,M,36
97,2020-10-07,Málaga,F,16
183,2023-08-07,barcelona,Masculino,16
4501,2020-05-18,Madrid,Masculino,30
4507,2022-05-17,Madrid,F,49
4004,2020-03-02,BARCELONA,f,35
72,2019-11-14,Barcelona,m,43
628,2023-03-12,bilbao,M,30
2643,2018-07-20,VALENCIA,M,41
822,2018-11-24,BARCELONA,Masculino,33
3055,2018-03-18,madrid,M,28
2255,2020-01-17,zaragoza,M,33
1776,2021-12-04,BARCELONA,F,41
1903,2020-11-20,Sevilla,f,34
1102,2022-07-19,Madrid,Femenino,36
3618,2022-09-14,Sevilla,M,25
1144,2023-06-11,MÁLAGA,F,61
1862,2024-06-10,MADRID,F,62
2288,2019-04-12,madrid,F,28
2321,2019-05-22,Barcelona,f,41
540,2020-01-20,VALENCIA,M,38
2942,2022-11-27,Bilbao,F,29
454,2021-01-08,Bilbao,M,43
3793,2023-08-28,MADRID,F,16
3502,2019-02-03,Bilbao,M,25
577,2018-11-27,Sevilla,M,26
2751,2020-01-07,Bilbao,F,60
4017,2023-03-18,Oporto,m,43
1783,2022-03-28,Madrid,F,52
1427,2023-10-10,Sevilla,M,16
4710,2022-08-26,Sevilla,M,32
4637,2018-10-21,Madrid,M,30
1189,2023-10-17,LISBOA,Masculino,26
1566,2022-02-09,VALENCIA,F,19
4064,2022-11-12,valencia,Femenino,18
282,2024-02-28,Madrid,Masculino,48
4261,2022-08-24,Sevilla,F,41
1196,2019-12-07,barcelona,m,44
2900,2020-05-12,Oporto,F,32
3720,2020-04-08,Zaragoza,m,39
2483,2020-12-07,Madrid,M,33
3299,2018-02-25,Málaga,M,47
3515,2023-07-25,Valencia,Masculino,42
3771,2023-06-22,Valencia,M,43
3450,2023-08-15,Madrid,Femenino,43
2068,2018-09-03,Sevilla,F,37
3698,2018-05-02,ZARAGOZA,f,31
2335,2024-03-19,Madrid,F,48
4817,2018-12-12,Zaragoza,F,57
1571,2019-03-09,Barcelona,M,37
4532,2021-05-05,Madrid,F,35
3389,2019-10-12,barcelona,m,36
4118,2023-04-15,sevilla,Masculino,44
4272,2018-09-04,MADRID,M,41
2430,2021-07-04,Lisboa,f,51
2465,2022-10-27,madrid,F,47
2010,2020-06-28,OPORTO,M,21
3832,2019-06-08,Bilbao,F,31
2418,2022-01-10,Valencia,Femenino,50
3258,2024-04-02,Valencia,M,53
4453,2019-11-18,Madrid,M,46
147,2018-11-03,Zaragoza,M,17
1516,2023-08-24,Bilbao,Masculino,51
921,2022-01-23,Lisboa,F,21
3124,2020-06-12,barcelona,m,37
34,,Madrid,F,34
4529,2021-10-07,valencia,f,25
2564,2020-10-11,Madrid,Masculino,48
1261,2023-05-08,Zaragoza,M,47
2644,2023-12-22,Madrid,Masculino,18
3492,2020-03-18,Barcelona,F,28
2836,2021-01-29,A Coruña,F,41
1943,2022-09-29,Barcelona,M,26
1542,2022-01-02,Málaga,Femenino,62
1425,2021-02-09,Madrid,Femenino,57
1603,2020-04-18,Barcelona,f,37
3809,2022-10-01,Barcelona,F,38
4426,2020-10-20,Madrid,Masculino,16
1543,2021-04-09,Valencia,F,16
74,2018-09-20,Barcelona,f,16
4353,2023-01-21,Valencia,F,38
1117,2022-04-24,Barcelona,M,25
647,2019-04-12,Bilbao,m,38
737,2022-08-02,barcelona,M,52
3531,,madrid,M,46
